PriceList,Catalog,GradeGroup,Price,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-08,I,1750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-15,10,700,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-15,20,740,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-15,30,770,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-15,40,800,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-15,50,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-15,60,900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-15,70,1000,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-15,F,1550,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-15,I,1750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-16,10,700,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-16,20,740,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-16,30,770,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-16,40,800,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-16,50,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-16,60,900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-16,70,1000,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-16,F,1550,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-16,I,1750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-17,10,725,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-17,20,765,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-17,30,795,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-17,40,825,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-17,50,875,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-17,60,925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-17,70,1025,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-17,F,1575,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-17,I,1775,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-18,10,725,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-18,20,765,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-18,30,795,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-18,40,825,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-18,50,875,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-18,60,925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-18,70,1025,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-18,F,1575,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-18,I,1775,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-24,10,310,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-24,20,330,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-24,30,345,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-24,40,365,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-24,50,385,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-24,60,405,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-24,70,425,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-24,F,650,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-24,I,710,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-86,10,875,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-86,20,915,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-86,30,945,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-86,40,975,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-86,50,1025,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-86,60,1075,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-86,70,1175,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-86,F,1725,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-86,I,1925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-87,10,875,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-87,20,915,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-87,30,945,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-87,40,975,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-87,50,1025,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-87,60,1075,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-87,70,1175,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-87,F,1725,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-87,I,1925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-91,10,775,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-91,20,815,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-91,30,845,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-91,40,875,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-91,50,925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-91,60,975,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-91,70,1075,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-91,F,1625,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-91,I,1825,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-96,10,725,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-96,20,765,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-96,30,795,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-96,40,825,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-96,50,875,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-96,60,925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-96,70,1025,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-96,F,1575,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-96,I,1775,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-97,10,725,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-97,20,765,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-97,30,795,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-97,40,825,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-97,50,875,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-97,60,925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-97,70,1025,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-97,F,1575,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-97,I,1775,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-S3,10,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-S3,20,990,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-S3,30,1020,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-S3,40,1050,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-S3,50,1100,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-S3,60,1150,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-S3,70,1200,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-S3,F,1800,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-S3,I,1950,,,,,,,,,,,,900,940,970,"1,000","1,050","1,100","1,750"
UFMX 1711E V5,30095-01,10,900,,,,,,,,,,,,520,520,535,555,575,595,925
UFMX 1711E V5,30095-01,20,940,,,,,,,,,,,,850,890,920,950,"1,000","1,050","1,700"
UFMX 1711E V5,30095-01,30,970,,,,,,,,,,,,375,395,410,430,450,470,715
UFMX 1711E V5,30095-01,40,"1,000",,,,,,,,,,,,410,430,445,465,485,505,750
UFMX 1711E V5,30095-01,50,"1,050",,,,,,,,,,,,875,915,945,975,"1,025","1,075","1,725"
UFMX 1711E V5,30095-01,60,"1,100",,,,,,,,,,,,"1,000","1,040","1,070","1,100","1,150","1,200","1,850"
UFMX 1711E V5,30095-01,70,"1,200",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-01,F,"1,750",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-01,I,1950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-02,10,520,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-02,20,520,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-02,30,535,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-02,40,555,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-02,50,575,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-02,60,595,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-02,70,615,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-02,F,925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-02,I,1000,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-03,10,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-03,20,890,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-03,30,920,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-03,40,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-03,50,"1,000",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-03,60,"1,050",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-03,70,"1,150",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-03,F,"1,700",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-03,I,1900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-04,10,375,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-04,20,395,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-04,30,410,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-04,40,430,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-04,50,450,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-04,60,470,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-04,70,490,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-04,F,715,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-04,I,775,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-24,10,410,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-24,20,430,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-24,30,445,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-24,40,465,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-24,50,485,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-24,60,505,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-24,70,525,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-24,F,750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-24,I,810,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-91,10,875,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-91,20,915,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-91,30,945,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-91,40,975,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-91,50,"1,025",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-91,60,"1,075",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-91,70,"1,175",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-91,F,"1,725",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-91,I,1925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-S3,10,"1,000",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-S3,20,"1,040",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-S3,30,"1,070",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-S3,40,"1,100",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-S3,50,"1,150",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-S3,60,"1,200",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-S3,70,"1,300",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-S3,F,"1,850",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-S3,I,2050,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-01,10,800,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-01,20,840,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-01,30,870,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-01,40,900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-01,50,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-01,60,1000,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-01,70,1100,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-01,F,1650,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-01,I,1850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-02,10,400,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-02,20,420,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-02,30,435,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-02,40,455,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-02,50,475,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-02,60,495,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-02,70,515,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-02,F,825,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-02,I,900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-03,10,750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-03,20,790,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-03,30,820,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-03,40,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-03,50,900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-03,60,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-03,70,1050,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-03,F,1600,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-03,I,1800,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-07,10,700,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-07,20,740,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-07,30,770,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-07,40,800,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-07,50,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-07,60,900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-07,70,1000,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-07,F,1550,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-07,I,1750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-08,10,700,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-08,20,740,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-08,30,770,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-08,40,800,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-08,50,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-08,60,900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-08,70,1000,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-08,F,1550,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-08,I,1750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-15,10,700,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-15,20,740,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-15,30,770,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-15,40,800,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-15,50,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-15,60,900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-15,70,1000,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-15,F,1550,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-15,I,1750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-16,10,700,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-16,20,740,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-16,30,770,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-16,40,800,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-16,50,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-16,60,900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-16,70,1000,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-16,F,1550,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-16,I,1750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-17,10,725,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-17,20,765,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-17,30,795,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-17,40,825,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-17,50,875,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-17,60,925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-17,70,1025,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-17,F,1575,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-17,I,1775,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-18,10,725,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-18,20,765,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-18,30,795,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-18,40,825,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-18,50,875,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-18,60,925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-18,70,1025,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-18,F,1575,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-18,I,1775,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-24,10,310,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-24,20,330,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-24,30,345,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-24,40,365,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-24,50,385,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-24,60,405,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-24,70,425,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-24,F,650,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-24,I,710,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-86,10,875,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-86,20,915,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-86,30,945,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-86,40,975,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-86,50,1025,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-86,60,1075,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-86,70,1175,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-86,F,1725,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-86,I,1925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-87,10,875,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-87,20,915,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-87,30,945,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-87,40,975,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-87,50,1025,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-87,60,1075,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-87,70,1175,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-87,F,1725,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-87,I,1925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-91,10,775,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-91,20,815,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-91,30,845,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-91,40,875,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-91,50,925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-91,60,975,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-91,70,1075,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-91,F,1625,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-91,I,1825,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-96,10,725,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-96,20,765,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-96,30,795,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-96,40,825,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-96,50,875,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-96,60,925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-96,70,1025,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-96,F,1575,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-96,I,1775,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-97,10,725,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-97,20,765,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-97,30,795,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-97,40,825,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-97,50,875,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-97,60,925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-97,70,1025,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-97,F,1575,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-97,I,1775,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-S3,10,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-S3,20,990,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-S3,30,1020,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-S3,40,1050,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-S3,50,1100,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-S3,60,1150,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-S3,70,1200,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-S3,F,1800,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-S3,I,1950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-01,10,900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-01,20,940,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-01,30,970,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-01,40,"1,000",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-01,50,"1,050",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-01,60,"1,100",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-01,70,1200,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-01,F,"1,750",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-01,I,1950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-02,10,500,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-02,20,520,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-02,30,535,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-02,40,555,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-02,50,575,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-02,60,595,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-02,70,615,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-02,F,925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-02,I,1000,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-03,10,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-03,20,890,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-03,30,920,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-03,40,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-03,50,"1,000",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-03,60,"1,050",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-03,70,1150,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-03,F,"1,700",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-03,I,1900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-24,10,410,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-24,20,430,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-24,30,445,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-24,40,465,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-24,50,485,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-24,60,505,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-24,70,525,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-24,F,750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-24,I,810,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-91,10,875,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-91,20,915,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-91,30,945,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-91,40,975,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-91,50,"1,025",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-91,60,"1,075",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-91,70,1175,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-91,F,"1,725",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-91,I,1925,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-S3,10,"1,000",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-S3,20,"1,040",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-S3,30,"1,070",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-S3,40,"1,100",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-S3,50,"1,150",,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30195-S3,60,"1,200",,,,,,,,,,,,,,,,,,
