PriceList,Catalog,GradeGroup,Price,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-07,100,1275,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-07,200,1315,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-07,300,1365,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-07,400,1410,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-07,500,1455,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-07,600,1500,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-07,700,1545,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-07,800,1595,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-07,M,2050,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-08,100,1275,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-08,200,1315,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-08,300,1365,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-08,400,1410,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-08,500,1455,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-08,600,1500,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-08,700,1545,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-08,800,1595,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-08,M,2050,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-09,100,800,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-09,200,840,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-09,300,890,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-09,400,935,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-09,500,980,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-09,600,1025,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-09,700,1070,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-09,800,1100,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-09,M,1250,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-10,100,775,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-10,200,815,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-10,300,865,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-10,400,910,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-10,500,955,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-10,600,1000,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-10,700,1045,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-10,800,1075,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-10,M,1225,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-11,100,825,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-11,200,865,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-11,300,915,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-11,400,960,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-11,500,1005,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-11,600,1050,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-11,700,1095,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-11,800,1125,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-11,M,1275,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-12,100,825,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-12,200,865,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-12,300,915,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-12,400,960,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-12,500,1005,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-12,600,1050,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-12,700,1095,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-12,800,1125,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-12,M,1275,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-14,100,1200,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-14,200,1240,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-14,300,1290,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-14,400,1335,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-14,500,1380,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-14,600,1425,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-14,700,1470,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-14,800,1520,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-14,M,1975,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-15,100,1000,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-15,200,1040,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-15,300,1090,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-15,400,1135,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-15,500,1180,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-15,600,1225,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-15,700,1270,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-15,800,1320,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-15,M,1725,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-16,100,1000,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-16,200,1040,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-16,300,1090,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-16,400,1135,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-16,500,1180,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-16,600,1225,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-16,700,1270,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-16,800,1320,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-16,M,1725,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-17,100,1100,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-17,200,1140,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-17,300,1190,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-17,400,1235,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-17,500,1280,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-17,600,1325,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-17,700,1370,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-17,800,1420,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-17,M,1825,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-18,100,1100,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-18,200,1140,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-18,300,1190,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-18,400,1235,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-18,500,1280,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-18,600,1325,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-18,700,1370,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-18,800,1420,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-18,M,1825,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-35,100,1000,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-35,200,1040,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-35,300,1090,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-35,400,1135,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-35,500,1180,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-35,600,1225,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-35,700,1270,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-35,800,1320,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-35,M,1725,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-36,100,1000,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-36,200,1040,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-36,300,1090,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-36,400,1135,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-36,500,1180,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-36,600,1225,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-36,700,1270,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-36,800,1320,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-36,M,1725,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-86,100,1400,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-86,200,1440,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-86,300,1490,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-86,400,1535,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-86,500,1580,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-86,600,1625,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-86,700,1670,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-86,800,1720,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-86,M,2175,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-87,100,1400,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-87,200,1440,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-87,300,1490,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-87,400,1535,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-87,500,1580,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-87,600,1625,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-87,700,1670,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-87,800,1720,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-87,M,2175,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-92,100,1300,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-92,200,1340,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-92,300,1390,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-92,400,1435,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-92,500,1480,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-92,600,1525,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-92,700,1570,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-92,800,1620,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-92,M,2075,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-94,100,550,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-94,200,570,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-94,300,585,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-94,400,600,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-94,500,610,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-94,600,620,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-94,700,630,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-94,800,640,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37160-94,M,770,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-54,100,900,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-54,200,940,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-54,300,990,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-54,400,1035,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-54,500,1080,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-54,600,1125,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-54,700,1170,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-54,800,1220,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,37148-54,M,1575,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-01,10,570,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-01,20,610,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-01,30,640,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-01,40,670,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-01,50,720,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-01,60,770,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-01,70,870,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-01,F,1420,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-01,I,1620,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-02,10,325,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-02,20,345,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-02,30,360,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-02,40,380,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-02,50,400,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-02,60,420,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-02,70,440,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-02,F,750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-02,I,825,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-03,10,475,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-03,20,515,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-03,30,545,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-03,40,575,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-03,50,625,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-03,60,675,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-03,70,775,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-03,F,1325,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-03,I,1525,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-07,10,410,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-07,20,450,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-07,30,480,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-07,40,510,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-07,50,560,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-07,60,610,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-07,70,710,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-07,F,1260,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-07,I,1460,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-08,10,410,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-08,20,450,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-08,30,480,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-08,40,510,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-08,50,560,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-08,60,610,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-08,70,710,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-08,F,1260,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-08,I,1460,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-10,10,225,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-10,20,245,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-10,30,260,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-10,40,280,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-10,50,300,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-10,60,320,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-10,70,340,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-10,F,565,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-10,I,625,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-14,10,300,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-14,20,320,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-14,30,335,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-14,40,350,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-14,50,370,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-14,60,390,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-14,70,410,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-14,F,980,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-14,I,1100,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-15,10,425,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-15,20,465,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-15,30,495,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-15,40,525,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-15,50,575,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-15,60,625,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-15,70,725,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-15,F,1275,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-15,I,1475,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-16,10,425,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-16,20,465,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-16,30,495,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-16,40,525,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-16,50,575,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-16,60,625,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-16,70,725,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-16,F,1275,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-16,I,1475,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-21,10,750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-21,20,790,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-21,30,820,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-21,40,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-21,50,900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-21,60,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-21,70,1000,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-21,F,1600,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-21,I,1750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-30,10,370,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-30,20,390,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-30,30,405,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-30,40,420,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-30,50,440,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-30,60,460,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-30,70,480,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-30,F,795,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-30,I,870,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-86,10,620,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-86,20,660,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-86,30,690,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-86,40,720,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-86,50,770,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-86,60,820,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-86,70,920,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-86,F,1470,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-86,I,1670,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-87,10,620,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-87,20,660,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-87,30,690,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-87,40,720,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-87,50,770,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-87,60,820,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-87,70,920,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-87,F,1470,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-87,I,1670,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-91,10,550,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-91,20,590,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-91,30,620,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-91,40,650,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-91,50,700,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-91,60,750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-91,70,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-91,F,1400,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-91,I,1600,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-93,10,290,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-93,20,310,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-93,30,325,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-93,40,345,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-93,50,365,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-93,60,385,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-93,70,405,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-93,F,565,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-93,I,625,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-93,41,345,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-93,42,365,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-94,10,315,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-94,20,335,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-94,30,350,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-94,40,370,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-94,50,390,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-94,60,410,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-94,70,430,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-94,F,590,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-94,I,650,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-94,41,370,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30024-94,42,390,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-01,10,800,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-01,20,840,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-01,30,870,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-01,40,900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-01,50,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-01,60,1000,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-01,70,1100,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-01,F,1650,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-01,I,1850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-02,10,400,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-02,20,420,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-02,30,435,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-02,40,455,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-02,50,475,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-02,60,495,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-02,70,515,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-02,F,825,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-02,I,900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-03,10,750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-03,20,790,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-03,30,820,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-03,40,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-03,50,900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-03,60,950,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-03,70,1050,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-03,F,1600,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-03,I,1800,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-04,10,275,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-04,20,295,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-04,30,310,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-04,40,330,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-04,50,350,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-04,60,370,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-04,70,390,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-04,F,615,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-04,I,675,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-07,10,700,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-07,20,740,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-07,30,770,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-07,40,800,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-07,50,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-07,60,900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-07,70,1000,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-07,F,1550,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-07,I,1750,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-08,10,700,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-08,20,740,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-08,30,770,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-08,40,800,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-08,50,850,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-08,60,900,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-08,70,1000,,,,,,,,,,,,,,,,,,
UFMX 1711E V5,30095-08,F,1550,,,,,,,,,,,,,,,,,,
