,PriceList,Catalog,GradeGroup,Price
1369,UFCA 1711E V4,37148-14,700,1620
1370,UFCA 1711E V4,37148-14,800,1670
1372,UFCA 1711E V4,37148-15,100,1300
1373,UFCA 1711E V4,37148-15,200,1340
1374,UFCA 1711E V4,37148-15,300,1390
1375,UFCA 1711E V4,37148-15,400,1435
1376,UFCA 1711E V4,37148-15,500,1480
1377,UFCA 1711E V4,37148-15,600,1525
1378,UFCA 1711E V4,37148-15,700,1570
1379,UFCA 1711E V4,37148-15,800,1620
1381,UFCA 1711E V4,37148-16,100,1300
1382,UFCA 1711E V4,37148-16,200,1340
1383,UFCA 1711E V4,37148-16,300,1390
1384,UFCA 1711E V4,37148-16,400,1435
1385,UFCA 1711E V4,37148-16,500,1480
1386,UFCA 1711E V4,37148-16,600,1525
1387,UFCA 1711E V4,37148-16,700,1570
1388,UFCA 1711E V4,37148-16,800,1620
1390,UFCA 1711E V4,37148-35,100,1200
1391,UFCA 1711E V4,37148-35,200,1240
1392,UFCA 1711E V4,37148-35,300,1290
1393,UFCA 1711E V4,37148-35,400,1335
1394,UFCA 1711E V4,37148-35,500,1380
1395,UFCA 1711E V4,37148-35,600,1425
1396,UFCA 1711E V4,37148-35,700,1470
1397,UFCA 1711E V4,37148-35,800,1520
1399,UFCA 1711E V4,37148-36,100,1200
1400,UFCA 1711E V4,37148-36,200,1240
1401,UFCA 1711E V4,37148-36,300,1290
1402,UFCA 1711E V4,37148-36,400,1335
1403,UFCA 1711E V4,37148-36,500,1380
1404,UFCA 1711E V4,37148-36,600,1425
1405,UFCA 1711E V4,37148-36,700,1470
1406,UFCA 1711E V4,37148-36,800,1520
1408,UFCA 1711E V4,37148-64,100,400
1409,UFCA 1711E V4,37148-64,200,420
1410,UFCA 1711E V4,37148-64,300,435
1411,UFCA 1711E V4,37148-64,400,450
1412,UFCA 1711E V4,37148-64,500,460
1413,UFCA 1711E V4,37148-64,600,470
1414,UFCA 1711E V4,37148-64,700,480
1415,UFCA 1711E V4,37148-64,800,490
1417,UFCA 1711E V4,37148-74,100,430
1418,UFCA 1711E V4,37148-74,200,450
1419,UFCA 1711E V4,37148-74,300,465
1420,UFCA 1711E V4,37148-74,400,480
1421,UFCA 1711E V4,37148-74,500,490
1422,UFCA 1711E V4,37148-74,600,500
1423,UFCA 1711E V4,37148-74,700,510
1424,UFCA 1711E V4,37148-74,800,520
1426,UFCA 1711E V4,37148-86,100,1900
1427,UFCA 1711E V4,37148-86,200,1940
1428,UFCA 1711E V4,37148-86,300,1990
1429,UFCA 1711E V4,37148-86,400,2035
1430,UFCA 1711E V4,37148-86,500,2080
1431,UFCA 1711E V4,37148-86,600,2125
1432,UFCA 1711E V4,37148-86,700,2170
1433,UFCA 1711E V4,37148-86,800,2220
1435,UFCA 1711E V4,37148-87,100,1900
1436,UFCA 1711E V4,37148-87,200,1940
1437,UFCA 1711E V4,37148-87,300,1990
1438,UFCA 1711E V4,37148-87,400,2035
1439,UFCA 1711E V4,37148-87,500,2080
1440,UFCA 1711E V4,37148-87,600,2125
1441,UFCA 1711E V4,37148-87,700,2170
1442,UFCA 1711E V4,37148-87,800,2220
1444,UFCA 1711E V4,37148-S3,100,2000
1445,UFCA 1711E V4,37148-S3,200,2040
1446,UFCA 1711E V4,37148-S3,300,2090
1447,UFCA 1711E V4,37148-S3,400,2135
1448,UFCA 1711E V4,37148-S3,500,2180
1449,UFCA 1711E V4,37148-S3,600,2225
1450,UFCA 1711E V4,37148-S3,700,2270
1451,UFCA 1711E V4,37148-S3,800,2320
1453,UFCA 1711E V4,37148-65,100,65
1454,UFCA 1711E V4,37148-65,200,70
1455,UFCA 1711E V4,37148-65,300,75
1456,UFCA 1711E V4,37148-65,400,80
1457,UFCA 1711E V4,37148-65,500,90
1458,UFCA 1711E V4,37148-65,600,100
1459,UFCA 1711E V4,37148-65,700,110
1460,UFCA 1711E V4,37148-65,800,115
1462,UFCA 1711E V4,37148-66,100,70
1463,UFCA 1711E V4,37148-66,200,75
1464,UFCA 1711E V4,37148-66,300,80
1465,UFCA 1711E V4,37148-66,400,85
1466,UFCA 1711E V4,37148-66,500,95
1467,UFCA 1711E V4,37148-66,600,105
1468,UFCA 1711E V4,37148-66,700,115
1469,UFCA 1711E V4,37148-66,800,120
1471,UFCA 1711E V4,37159-SC,100,825
1472,UFCA 1711E V4,37159-SC,200,865
1473,UFCA 1711E V4,37159-SC,300,915
1474,UFCA 1711E V4,37159-SC,400,960
1475,UFCA 1711E V4,37159-SC,500,1005
1476,UFCA 1711E V4,37159-SC,600,1050
1477,UFCA 1711E V4,37159-SC,700,1095
1478,UFCA 1711E V4,37159-SC,800,1145
1480,UFCA 1711E V4,37159-SS,100,675
1481,UFCA 1711E V4,37159-SS,200,715
1482,UFCA 1711E V4,37159-SS,300,765
1483,UFCA 1711E V4,37159-SS,400,810
1484,UFCA 1711E V4,37159-SS,500,855
1485,UFCA 1711E V4,37159-SS,600,900
1486,UFCA 1711E V4,37159-SS,700,945
1487,UFCA 1711E V4,37159-SS,800,995
1489,UFCA 1711E V4,37159-DC,100,975
1490,UFCA 1711E V4,37159-DC,200,1015
1491,UFCA 1711E V4,37159-DC,300,1065
1492,UFCA 1711E V4,37159-DC,400,1110
1493,UFCA 1711E V4,37159-DC,500,1155
1494,UFCA 1711E V4,37159-DC,600,1200
1495,UFCA 1711E V4,37159-DC,700,1245
1496,UFCA 1711E V4,37159-DC,800,1295
1498,UFCA 1711E V4,37159-DS,100,775
1499,UFCA 1711E V4,37159-DS,200,815
1500,UFCA 1711E V4,37159-DS,300,865
1501,UFCA 1711E V4,37159-DS,400,910
1502,UFCA 1711E V4,37159-DS,500,955
1503,UFCA 1711E V4,37159-DS,600,1000
1504,UFCA 1711E V4,37159-DS,700,1045
1505,UFCA 1711E V4,37159-DS,800,1095
1507,UFCA 1711E V4,37159-DR,100,750
1508,UFCA 1711E V4,37159-DR,200,790
1509,UFCA 1711E V4,37159-DR,300,840
1510,UFCA 1711E V4,37159-DR,400,885
1511,UFCA 1711E V4,37159-DR,500,930
1512,UFCA 1711E V4,37159-DR,600,975
1513,UFCA 1711E V4,37159-DR,700,1020
1514,UFCA 1711E V4,37159-DR,800,1070
1516,UFCA 1711E V4,37159-DL,100,750
1517,UFCA 1711E V4,37159-DL,200,790
1518,UFCA 1711E V4,37159-DL,300,840
1519,UFCA 1711E V4,37159-DL,400,885
1520,UFCA 1711E V4,37159-DL,500,930
1521,UFCA 1711E V4,37159-DL,600,975
1522,UFCA 1711E V4,37159-DL,700,1020
1523,UFCA 1711E V4,37159-DL,800,1070
1525,UFCA 1711E V4,37159-DA,100,725
1526,UFCA 1711E V4,37159-DA,200,765
1527,UFCA 1711E V4,37159-DA,300,815
1528,UFCA 1711E V4,37159-DA,400,860
1529,UFCA 1711E V4,37159-DA,500,905
1530,UFCA 1711E V4,37159-DA,600,950
1531,UFCA 1711E V4,37159-DA,700,995
1532,UFCA 1711E V4,37159-DA,800,1045
1534,UFCA 1711E V4,37159-QC,100,1075
1535,UFCA 1711E V4,37159-QC,200,1115
1536,UFCA 1711E V4,37159-QC,300,1165
1537,UFCA 1711E V4,37159-QC,400,1210
1538,UFCA 1711E V4,37159-QC,500,1255
1539,UFCA 1711E V4,37159-QC,600,1300
1540,UFCA 1711E V4,37159-QC,700,1345
1541,UFCA 1711E V4,37159-QC,800,1395
1543,UFCA 1711E V4,37159-QS,100,800
1544,UFCA 1711E V4,37159-QS,200,840
1545,UFCA 1711E V4,37159-QS,300,890
1546,UFCA 1711E V4,37159-QS,400,935
1547,UFCA 1711E V4,37159-QS,500,980
1548,UFCA 1711E V4,37159-QS,600,1025
1549,UFCA 1711E V4,37159-QS,700,1070
1550,UFCA 1711E V4,37159-QS,800,1120
1552,UFCA 1711E V4,37159-QR,100,775
1553,UFCA 1711E V4,37159-QR,200,815
1554,UFCA 1711E V4,37159-QR,300,865
1555,UFCA 1711E V4,37159-QR,400,910
1556,UFCA 1711E V4,37159-QR,500,955
1557,UFCA 1711E V4,37159-QR,600,1000
1558,UFCA 1711E V4,37159-QR,700,1045
1559,UFCA 1711E V4,37159-QR,800,1095
1561,UFCA 1711E V4,37159-QL,100,775
1562,UFCA 1711E V4,37159-QL,200,815
1563,UFCA 1711E V4,37159-QL,300,865
1564,UFCA 1711E V4,37159-QL,400,910
1565,UFCA 1711E V4,37159-QL,500,955
1566,UFCA 1711E V4,37159-QL,600,1000
1567,UFCA 1711E V4,37159-QL,700,1045
1568,UFCA 1711E V4,37159-QL,800,1095
1570,UFCA 1711E V4,37159-QA,100,750
1571,UFCA 1711E V4,37159-QA,200,790
1572,UFCA 1711E V4,37159-QA,300,840
1573,UFCA 1711E V4,37159-QA,400,885
1574,UFCA 1711E V4,37159-QA,500,930
1575,UFCA 1711E V4,37159-QA,600,975
1576,UFCA 1711E V4,37159-QA,700,1020
1577,UFCA 1711E V4,37159-QA,800,1070
1579,UFCA 1711E V4,37159-01,100,1500
1580,UFCA 1711E V4,37159-01,200,1540
1581,UFCA 1711E V4,37159-01,300,1590
1582,UFCA 1711E V4,37159-01,400,1635
1583,UFCA 1711E V4,37159-01,500,1680
1584,UFCA 1711E V4,37159-01,600,1725
1585,UFCA 1711E V4,37159-01,700,1770
1586,UFCA 1711E V4,37159-01,800,1820
1588,UFCA 1711E V4,37159-02,100,900
1589,UFCA 1711E V4,37159-02,200,940
1590,UFCA 1711E V4,37159-02,300,990
1591,UFCA 1711E V4,37159-02,400,1035
1592,UFCA 1711E V4,37159-02,500,1080
1593,UFCA 1711E V4,37159-02,600,1125
1594,UFCA 1711E V4,37159-02,700,1170
1595,UFCA 1711E V4,37159-02,800,1220
1597,UFCA 1711E V4,37159-03,100,1375
1598,UFCA 1711E V4,37159-03,200,1415
1599,UFCA 1711E V4,37159-03,300,1465
1600,UFCA 1711E V4,37159-03,400,1510
1601,UFCA 1711E V4,37159-03,500,1555
1602,UFCA 1711E V4,37159-03,600,1600
1603,UFCA 1711E V4,37159-03,700,1645
1604,UFCA 1711E V4,37159-03,800,1695
1606,UFCA 1711E V4,37159-07,100,1275
1607,UFCA 1711E V4,37159-07,200,1315
1608,UFCA 1711E V4,37159-07,300,1365
1609,UFCA 1711E V4,37159-07,400,1410
1610,UFCA 1711E V4,37159-07,500,1455
1611,UFCA 1711E V4,37159-07,600,1500
1612,UFCA 1711E V4,37159-07,700,1545
1613,UFCA 1711E V4,37159-07,800,1595
1615,UFCA 1711E V4,37159-08,100,1275
1616,UFCA 1711E V4,37159-08,200,1315
1617,UFCA 1711E V4,37159-08,300,1365
1618,UFCA 1711E V4,37159-08,400,1410
1619,UFCA 1711E V4,37159-08,500,1455
1620,UFCA 1711E V4,37159-08,600,1500
1621,UFCA 1711E V4,37159-08,700,1545
1622,UFCA 1711E V4,37159-08,800,1595
1624,UFCA 1711E V4,37159-09,100,800
1625,UFCA 1711E V4,37159-09,200,840
1626,UFCA 1711E V4,37159-09,300,890
1627,UFCA 1711E V4,37159-09,400,935
1628,UFCA 1711E V4,37159-09,500,980
1629,UFCA 1711E V4,37159-09,600,1025
1630,UFCA 1711E V4,37159-09,700,1070
1631,UFCA 1711E V4,37159-09,800,1100
1633,UFCA 1711E V4,37159-10,100,775
1634,UFCA 1711E V4,37159-10,200,815
1635,UFCA 1711E V4,37159-10,300,865
1636,UFCA 1711E V4,37159-10,400,910
1637,UFCA 1711E V4,37159-10,500,955
1638,UFCA 1711E V4,37159-10,600,1000
1639,UFCA 1711E V4,37159-10,700,1045
1640,UFCA 1711E V4,37159-10,800,1075
1642,UFCA 1711E V4,37159-11,100,825
1643,UFCA 1711E V4,37159-11,200,865
1644,UFCA 1711E V4,37159-11,300,915
1645,UFCA 1711E V4,37159-11,400,960
1646,UFCA 1711E V4,37159-11,500,1005
1647,UFCA 1711E V4,37159-11,600,1050
1648,UFCA 1711E V4,37159-11,700,1095
1649,UFCA 1711E V4,37159-11,800,1125
1651,UFCA 1711E V4,37159-12,100,825
1652,UFCA 1711E V4,37159-12,200,865
1653,UFCA 1711E V4,37159-12,300,915
1654,UFCA 1711E V4,37159-12,400,960
1655,UFCA 1711E V4,37159-12,500,1005
1656,UFCA 1711E V4,37159-12,600,1050
1657,UFCA 1711E V4,37159-12,700,1095
1658,UFCA 1711E V4,37159-12,800,1125
1660,UFCA 1711E V4,37159-14,100,1200
1661,UFCA 1711E V4,37159-14,200,1240
1662,UFCA 1711E V4,37159-14,300,1290
1663,UFCA 1711E V4,37159-14,400,1335
1664,UFCA 1711E V4,37159-14,500,1380
1665,UFCA 1711E V4,37159-14,600,1425
1666,UFCA 1711E V4,37159-14,700,1470
1667,UFCA 1711E V4,37159-14,800,1520
1669,UFCA 1711E V4,37159-15,100,1000
1670,UFCA 1711E V4,37159-15,200,1040
1671,UFCA 1711E V4,37159-15,300,1090
1672,UFCA 1711E V4,37159-15,400,1135
1673,UFCA 1711E V4,37159-15,500,1180
1674,UFCA 1711E V4,37159-15,600,1225
1675,UFCA 1711E V4,37159-15,700,1270
1676,UFCA 1711E V4,37159-15,800,1320
1678,UFCA 1711E V4,37159-16,100,1000
1679,UFCA 1711E V4,37159-16,200,1040
1680,UFCA 1711E V4,37159-16,300,1090
1681,UFCA 1711E V4,37159-16,400,1135
1682,UFCA 1711E V4,37159-16,500,1180
1683,UFCA 1711E V4,37159-16,600,1225
1684,UFCA 1711E V4,37159-16,700,1270
1685,UFCA 1711E V4,37159-16,800,1320
1687,UFCA 1711E V4,37159-17,100,1100
1688,UFCA 1711E V4,37159-17,200,1140
1689,UFCA 1711E V4,37159-17,300,1190
1690,UFCA 1711E V4,37159-17,400,1235
1691,UFCA 1711E V4,37159-17,500,1280
1692,UFCA 1711E V4,37159-17,600,1325
1693,UFCA 1711E V4,37159-17,700,1370
1694,UFCA 1711E V4,37159-17,800,1420
1696,UFCA 1711E V4,37159-18,100,1100
1697,UFCA 1711E V4,37159-18,200,1140
1698,UFCA 1711E V4,37159-18,300,1190
1699,UFCA 1711E V4,37159-18,400,1235
1700,UFCA 1711E V4,37159-18,500,1280
1701,UFCA 1711E V4,37159-18,600,1325
1702,UFCA 1711E V4,37159-18,700,1370
1703,UFCA 1711E V4,37159-18,800,1420
1705,UFCA 1711E V4,37159-35,100,1000
1706,UFCA 1711E V4,37159-35,200,1040
1707,UFCA 1711E V4,37159-35,300,1090
1708,UFCA 1711E V4,37159-35,400,1135
1709,UFCA 1711E V4,37159-35,500,1180
1710,UFCA 1711E V4,37159-35,600,1225
1711,UFCA 1711E V4,37159-35,700,1270
1712,UFCA 1711E V4,37159-35,800,1320
1714,UFCA 1711E V4,37159-36,100,1000
1715,UFCA 1711E V4,37159-36,200,1040
1716,UFCA 1711E V4,37159-36,300,1090
1717,UFCA 1711E V4,37159-36,400,1135
1718,UFCA 1711E V4,37159-36,500,1180
1719,UFCA 1711E V4,37159-36,600,1225
1720,UFCA 1711E V4,37159-36,700,1270
1721,UFCA 1711E V4,37159-36,800,1320
1723,UFCA 1711E V4,37159-86,100,1400
1724,UFCA 1711E V4,37159-86,200,1440
1725,UFCA 1711E V4,37159-86,300,1490
1726,UFCA 1711E V4,37159-86,400,1535
1727,UFCA 1711E V4,37159-86,500,1580
1728,UFCA 1711E V4,37159-86,600,1625
1729,UFCA 1711E V4,37159-86,700,1670
1730,UFCA 1711E V4,37159-86,800,1720
1732,UFCA 1711E V4,37159-87,100,1400
1733,UFCA 1711E V4,37159-87,200,1440
1734,UFCA 1711E V4,37159-87,300,1490
1735,UFCA 1711E V4,37159-87,400,1535
1736,UFCA 1711E V4,37159-87,500,1580
1737,UFCA 1711E V4,37159-87,600,1625
1738,UFCA 1711E V4,37159-87,700,1670
1739,UFCA 1711E V4,37159-87,800,1720
1741,UFCA 1711E V4,37159-92,100,1300
1742,UFCA 1711E V4,37159-92,200,1340
1743,UFCA 1711E V4,37159-92,300,1390
1744,UFCA 1711E V4,37159-92,400,1435
1745,UFCA 1711E V4,37159-92,500,1480
1746,UFCA 1711E V4,37159-92,600,1525
1747,UFCA 1711E V4,37159-92,700,1570
1748,UFCA 1711E V4,37159-92,800,1620
1750,UFCA 1711E V4,37159-94,100,550
1751,UFCA 1711E V4,37159-94,200,570
1752,UFCA 1711E V4,37159-94,300,585
1753,UFCA 1711E V4,37159-94,400,600
1754,UFCA 1711E V4,37159-94,500,610
1755,UFCA 1711E V4,37159-94,600,620
1756,UFCA 1711E V4,37159-94,700,630
1757,UFCA 1711E V4,37159-94,800,640
1759,UFCA 1711E V4,37160-SC,100,825
1760,UFCA 1711E V4,37160-SC,200,865
1761,UFCA 1711E V4,37160-SC,300,915
1762,UFCA 1711E V4,37160-SC,400,960
1763,UFCA 1711E V4,37160-SC,500,1005
1764,UFCA 1711E V4,37160-SC,600,1050
1765,UFCA 1711E V4,37160-SC,700,1095
1766,UFCA 1711E V4,37160-SC,800,1145
1768,UFCA 1711E V4,37160-SS,100,675
1769,UFCA 1711E V4,37160-SS,200,715
1770,UFCA 1711E V4,37160-SS,300,765
1771,UFCA 1711E V4,37160-SS,400,810
1772,UFCA 1711E V4,37160-SS,500,855
1773,UFCA 1711E V4,37160-SS,600,900
1774,UFCA 1711E V4,37160-SS,700,945
1775,UFCA 1711E V4,37160-SS,800,995
1777,UFCA 1711E V4,37160-DC,100,975
1778,UFCA 1711E V4,37160-DC,200,1015
1779,UFCA 1711E V4,37160-DC,300,1065
1780,UFCA 1711E V4,37160-DC,400,1110
1781,UFCA 1711E V4,37160-DC,500,1155
1782,UFCA 1711E V4,37160-DC,600,1200
1783,UFCA 1711E V4,37160-DC,700,1245
1784,UFCA 1711E V4,37160-DC,800,1295
1786,UFCA 1711E V4,37160-DS,100,775
1787,UFCA 1711E V4,37160-DS,200,815
1788,UFCA 1711E V4,37160-DS,300,865
1789,UFCA 1711E V4,37160-DS,400,910
1790,UFCA 1711E V4,37160-DS,500,955
1791,UFCA 1711E V4,37160-DS,600,1000
1792,UFCA 1711E V4,37160-DS,700,1045
1793,UFCA 1711E V4,37160-DS,800,1095
1795,UFCA 1711E V4,37160-DR,100,750
1796,UFCA 1711E V4,37160-DR,200,790
1797,UFCA 1711E V4,37160-DR,300,840
1798,UFCA 1711E V4,37160-DR,400,885
1799,UFCA 1711E V4,37160-DR,500,930
1800,UFCA 1711E V4,37160-DR,600,975
1801,UFCA 1711E V4,37160-DR,700,1020
1802,UFCA 1711E V4,37160-DR,800,1070
1804,UFCA 1711E V4,37160-DL,100,750
1805,UFCA 1711E V4,37160-DL,200,790
1806,UFCA 1711E V4,37160-DL,300,840
1807,UFCA 1711E V4,37160-DL,400,885
1808,UFCA 1711E V4,37160-DL,500,930
1809,UFCA 1711E V4,37160-DL,600,975
1810,UFCA 1711E V4,37160-DL,700,1020
1811,UFCA 1711E V4,37160-DL,800,1070
1813,UFCA 1711E V4,37160-DA,100,725
1814,UFCA 1711E V4,37160-DA,200,765
1815,UFCA 1711E V4,37160-DA,300,815
1816,UFCA 1711E V4,37160-DA,400,860
1817,UFCA 1711E V4,37160-DA,500,905
1818,UFCA 1711E V4,37160-DA,600,950
1819,UFCA 1711E V4,37160-DA,700,995
1820,UFCA 1711E V4,37160-DA,800,1045
1822,UFCA 1711E V4,37160-QC,100,1075
1823,UFCA 1711E V4,37160-QC,200,1115
1824,UFCA 1711E V4,37160-QC,300,1165
1825,UFCA 1711E V4,37160-QC,400,1210
1826,UFCA 1711E V4,37160-QC,500,1255
1827,UFCA 1711E V4,37160-QC,600,1300
1828,UFCA 1711E V4,37160-QC,700,1345
1829,UFCA 1711E V4,37160-QC,800,1395
1831,UFCA 1711E V4,37160-QS,100,800
1832,UFCA 1711E V4,37160-QS,200,840
1833,UFCA 1711E V4,37160-QS,300,890
1834,UFCA 1711E V4,37160-QS,400,935
1835,UFCA 1711E V4,37160-QS,500,980
1836,UFCA 1711E V4,37160-QS,600,1025
1837,UFCA 1711E V4,37160-QS,700,1070
1838,UFCA 1711E V4,37160-QS,800,1120
1840,UFCA 1711E V4,37160-QR,100,775
1841,UFCA 1711E V4,37160-QR,200,815
1842,UFCA 1711E V4,37160-QR,300,865
1843,UFCA 1711E V4,37160-QR,400,910
1844,UFCA 1711E V4,37160-QR,500,955
1845,UFCA 1711E V4,37160-QR,600,1000
1846,UFCA 1711E V4,37160-QR,700,1045
1847,UFCA 1711E V4,37160-QR,800,1095
1849,UFCA 1711E V4,37160-QL,100,775
1850,UFCA 1711E V4,37160-QL,200,815
1851,UFCA 1711E V4,37160-QL,300,865
1852,UFCA 1711E V4,37160-QL,400,910
1853,UFCA 1711E V4,37160-QL,500,955
1854,UFCA 1711E V4,37160-QL,600,1000
1855,UFCA 1711E V4,37160-QL,700,1045
1856,UFCA 1711E V4,37160-QL,800,1095
1858,UFCA 1711E V4,37160-QA,100,750
1859,UFCA 1711E V4,37160-QA,200,790
1860,UFCA 1711E V4,37160-QA,300,840
1861,UFCA 1711E V4,37160-QA,400,885
1862,UFCA 1711E V4,37160-QA,500,930
1863,UFCA 1711E V4,37160-QA,600,975
1864,UFCA 1711E V4,37160-QA,700,1020
1865,UFCA 1711E V4,37160-QA,800,1070
1867,UFCA 1711E V4,37160-01,100,1500
1868,UFCA 1711E V4,37160-01,200,1540
1869,UFCA 1711E V4,37160-01,300,1590
1870,UFCA 1711E V4,37160-01,400,1635
1871,UFCA 1711E V4,37160-01,500,1680
1872,UFCA 1711E V4,37160-01,600,1725
1873,UFCA 1711E V4,37160-01,700,1770
1874,UFCA 1711E V4,37160-01,800,1820
1876,UFCA 1711E V4,37160-02,100,900
1877,UFCA 1711E V4,37160-02,200,940
1878,UFCA 1711E V4,37160-02,300,990
1879,UFCA 1711E V4,37160-02,400,1035
1880,UFCA 1711E V4,37160-02,500,1080
1881,UFCA 1711E V4,37160-02,600,1125
1882,UFCA 1711E V4,37160-02,700,1170
1883,UFCA 1711E V4,37160-02,800,1220
1885,UFCA 1711E V4,37160-03,100,1375
1886,UFCA 1711E V4,37160-03,200,1415
1887,UFCA 1711E V4,37160-03,300,1465
1888,UFCA 1711E V4,37160-03,400,1510
1889,UFCA 1711E V4,37160-03,500,1555
1890,UFCA 1711E V4,37160-03,600,1600
1891,UFCA 1711E V4,37160-03,700,1645
1892,UFCA 1711E V4,37160-03,800,1695
1894,UFCA 1711E V4,37160-07,100,1275
1895,UFCA 1711E V4,37160-07,200,1315
1896,UFCA 1711E V4,37160-07,300,1365
1897,UFCA 1711E V4,37160-07,400,1410
1898,UFCA 1711E V4,37160-07,500,1455
1899,UFCA 1711E V4,37160-07,600,1500
1900,UFCA 1711E V4,37160-07,700,1545
1901,UFCA 1711E V4,37160-07,800,1595
1903,UFCA 1711E V4,37160-08,100,1275
1904,UFCA 1711E V4,37160-08,200,1315
1905,UFCA 1711E V4,37160-08,300,1365
1906,UFCA 1711E V4,37160-08,400,1410
1907,UFCA 1711E V4,37160-08,500,1455
1908,UFCA 1711E V4,37160-08,600,1500
1909,UFCA 1711E V4,37160-08,700,1545
1910,UFCA 1711E V4,37160-08,800,1595
1912,UFCA 1711E V4,37160-09,100,800
1913,UFCA 1711E V4,37160-09,200,840
1914,UFCA 1711E V4,37160-09,300,890
1915,UFCA 1711E V4,37160-09,400,935
1916,UFCA 1711E V4,37160-09,500,980
1917,UFCA 1711E V4,37160-09,600,1025
1918,UFCA 1711E V4,37160-09,700,1070
1919,UFCA 1711E V4,37160-09,800,1100
1921,UFCA 1711E V4,37160-10,100,775
1922,UFCA 1711E V4,37160-10,200,815
1923,UFCA 1711E V4,37160-10,300,865
1924,UFCA 1711E V4,37160-10,400,910
1925,UFCA 1711E V4,37160-10,500,955
1926,UFCA 1711E V4,37160-10,600,1000
1927,UFCA 1711E V4,37160-10,700,1045
1928,UFCA 1711E V4,37160-10,800,1075
1930,UFCA 1711E V4,37160-11,100,825
1931,UFCA 1711E V4,37160-11,200,865
1932,UFCA 1711E V4,37160-11,300,915
1933,UFCA 1711E V4,37160-11,400,960
1934,UFCA 1711E V4,37160-11,500,1005
1935,UFCA 1711E V4,37160-11,600,1050
1936,UFCA 1711E V4,37160-11,700,1095
1937,UFCA 1711E V4,37160-11,800,1125
1939,UFCA 1711E V4,37160-12,100,825
1940,UFCA 1711E V4,37160-12,200,865
1941,UFCA 1711E V4,37160-12,300,915
1942,UFCA 1711E V4,37160-12,400,960
1943,UFCA 1711E V4,37160-12,500,1005
1944,UFCA 1711E V4,37160-12,600,1050
1945,UFCA 1711E V4,37160-12,700,1095
1946,UFCA 1711E V4,37160-12,800,1125
1948,UFCA 1711E V4,37160-14,100,1200
1949,UFCA 1711E V4,37160-14,200,1240
1950,UFCA 1711E V4,37160-14,300,1290
1951,UFCA 1711E V4,37160-14,400,1335
1952,UFCA 1711E V4,37160-14,500,1380
1953,UFCA 1711E V4,37160-14,600,1425
1954,UFCA 1711E V4,37160-14,700,1470
1955,UFCA 1711E V4,37160-14,800,1520
1957,UFCA 1711E V4,37160-15,100,1000
1958,UFCA 1711E V4,37160-15,200,1040
1959,UFCA 1711E V4,37160-15,300,1090
1960,UFCA 1711E V4,37160-15,400,1135
1961,UFCA 1711E V4,37160-15,500,1180
1962,UFCA 1711E V4,37160-15,600,1225
1963,UFCA 1711E V4,37160-15,700,1270
1964,UFCA 1711E V4,37160-15,800,1320
1966,UFCA 1711E V4,37160-16,100,1000
1967,UFCA 1711E V4,37160-16,200,1040
1968,UFCA 1711E V4,37160-16,300,1090
1969,UFCA 1711E V4,37160-16,400,1135
1970,UFCA 1711E V4,37160-16,500,1180
1971,UFCA 1711E V4,37160-16,600,1225
1972,UFCA 1711E V4,37160-16,700,1270
1973,UFCA 1711E V4,37160-16,800,1320
1975,UFCA 1711E V4,37160-17,100,1100
1976,UFCA 1711E V4,37160-17,200,1140
1977,UFCA 1711E V4,37160-17,300,1190
1978,UFCA 1711E V4,37160-17,400,1235
1979,UFCA 1711E V4,37160-17,500,1280
1980,UFCA 1711E V4,37160-17,600,1325
1981,UFCA 1711E V4,37160-17,700,1370
1982,UFCA 1711E V4,37160-17,800,1420
1984,UFCA 1711E V4,37160-18,100,1100
1985,UFCA 1711E V4,37160-18,200,1140
1986,UFCA 1711E V4,37160-18,300,1190
1987,UFCA 1711E V4,37160-18,400,1235
1988,UFCA 1711E V4,37160-18,500,1280
1989,UFCA 1711E V4,37160-18,600,1325
1990,UFCA 1711E V4,37160-18,700,1370
1991,UFCA 1711E V4,37160-18,800,1420
1993,UFCA 1711E V4,37160-35,100,1000
1994,UFCA 1711E V4,37160-35,200,1040
1995,UFCA 1711E V4,37160-35,300,1090
1996,UFCA 1711E V4,37160-35,400,1135
1997,UFCA 1711E V4,37160-35,500,1180
1998,UFCA 1711E V4,37160-35,600,1225
1999,UFCA 1711E V4,37160-35,700,1270
2000,UFCA 1711E V4,37160-35,800,1320
2002,UFCA 1711E V4,37160-36,100,1000
2003,UFCA 1711E V4,37160-36,200,1040
2004,UFCA 1711E V4,37160-36,300,1090
2005,UFCA 1711E V4,37160-36,400,1135
2006,UFCA 1711E V4,37160-36,500,1180
2007,UFCA 1711E V4,37160-36,600,1225
2008,UFCA 1711E V4,37160-36,700,1270
2009,UFCA 1711E V4,37160-36,800,1320
2011,UFCA 1711E V4,37160-86,100,1400
2012,UFCA 1711E V4,37160-86,200,1440
2013,UFCA 1711E V4,37160-86,300,1490
2014,UFCA 1711E V4,37160-86,400,1535
2015,UFCA 1711E V4,37160-86,500,1580
2016,UFCA 1711E V4,37160-86,600,1625
2017,UFCA 1711E V4,37160-86,700,1670
2018,UFCA 1711E V4,37160-86,800,1720
2020,UFCA 1711E V4,37160-87,100,1400
2021,UFCA 1711E V4,37160-87,200,1440
2022,UFCA 1711E V4,37160-87,300,1490
2023,UFCA 1711E V4,37160-87,400,1535
