PriceList,Catalog,GradeGroup,Price,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-18,700,1445,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-18,800,1495,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-18,M,1850,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-24,100,500,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-24,200,540,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-24,300,590,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-24,400,635,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-24,500,680,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-24,600,725,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-24,700,770,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-24,800,800,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-24,M,950,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-86,100,1500,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-86,200,1540,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-86,300,1590,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-86,400,1635,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-86,500,1680,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-86,600,1725,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-86,700,1770,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-86,800,1820,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-86,M,2175,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-87,100,1500,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-87,200,1540,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-87,300,1590,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-87,400,1635,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-87,500,1680,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-87,600,1725,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-87,700,1770,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-87,800,1820,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-87,M,2175,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-91,100,1400,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-91,200,1440,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-91,300,1490,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-91,400,1535,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-91,500,1580,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-91,600,1625,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-91,700,1670,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-91,800,1720,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-91,M,2075,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-96,100,1225,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-96,200,1265,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-96,300,1315,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-96,400,1360,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-96,500,1405,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-96,600,1450,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-96,700,1495,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-96,800,1545,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-96,M,1900,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-97,100,1225,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-97,200,1265,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-97,300,1315,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-97,400,1360,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-97,500,1405,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-97,600,1450,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-97,700,1495,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-97,800,1545,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-97,M,1900,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-S3,100,1550,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-S3,200,1590,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-S3,300,1640,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-S3,400,1685,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-S3,500,1730,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-S3,600,1775,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-S3,700,1820,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-S3,800,1870,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-S3,M,2360,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-01,100,1550,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-01,200,1590,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-01,300,1640,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-01,400,1685,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-01,500,1730,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-01,600,1775,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-01,700,1820,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-01,800,1870,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-01,M,2360,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-02,100,800,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-02,200,840,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-02,300,890,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-02,400,935,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-02,500,980,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-02,600,1025,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-02,700,1070,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-02,800,1120,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-02,M,1475,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-03,100,1325,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-03,200,1365,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-03,300,1415,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-03,400,1460,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-03,500,1505,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-03,600,1550,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-03,700,1595,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-03,800,1645,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-03,M,2000,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-24,100,600,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-24,200,640,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-24,300,690,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-24,400,735,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-24,500,780,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-24,600,825,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-24,700,870,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-24,800,900,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-24,M,1050,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-91,100,1500,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-91,200,1540,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-91,300,1590,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-91,400,1635,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-91,500,1680,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-91,600,1725,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-91,700,1770,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-91,800,1820,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-91,M,2175,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-S3,100,1650,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-S3,200,1690,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-S3,300,1740,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-S3,400,1785,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-S3,500,1830,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-S3,600,1875,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-S3,700,1920,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-S3,800,1970,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37195-S3,M,2460,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-01,100,1225,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-01,200,1265,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-01,300,1315,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-01,400,1360,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-01,500,1405,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-01,600,1450,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-01,700,1495,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-01,800,1545,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-01,M,2035,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-02,100,750,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-02,200,790,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-02,300,840,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-02,400,885,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-02,500,930,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-02,600,975,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-02,700,1020,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-02,800,1070,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-02,M,1425,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-03,100,975,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-03,200,1015,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-03,300,1065,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-03,400,1110,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-03,500,1155,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-03,600,1200,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-03,700,1245,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-03,800,1295,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-03,M,1650,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-07,100,950,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-07,200,990,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-07,300,1040,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-07,400,1085,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-07,500,1130,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-07,600,1175,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-07,700,1220,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-07,800,1270,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-07,M,1625,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-08,100,950,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-08,200,990,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-08,300,1040,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-08,400,1085,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-08,500,1130,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-08,600,1175,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-08,700,1220,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-08,800,1270,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-08,M,1625,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-10,100,425,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-10,200,465,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-10,300,515,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-10,400,560,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-10,500,605,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-10,600,650,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-10,700,695,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-10,800,725,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-10,M,875,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-14,100,725,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-14,200,765,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-14,300,815,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-14,400,860,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-14,500,905,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-14,600,950,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-14,700,995,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-14,800,1045,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-14,M,1400,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-15,100,975,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-15,200,1015,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-15,300,1065,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-15,400,1110,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-15,500,1155,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-15,600,1200,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-15,700,1245,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-15,800,1295,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-15,M,1650,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-16,100,975,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-16,200,1015,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-16,300,1065,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-16,400,1110,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-16,500,1155,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-16,600,1200,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-16,700,1245,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-16,800,1295,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-16,M,1650,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-21,100,1450,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-21,200,1490,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-21,300,1540,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-21,400,1585,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-21,500,1630,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-21,600,1675,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-21,700,1720,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-21,800,1770,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-21,M,2125,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-30,100,715,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-30,200,755,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-30,300,805,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-30,400,850,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-30,500,895,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-30,600,940,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-30,700,985,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-30,800,1035,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-30,M,1255,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-86,100,1075,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-86,200,1115,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-86,300,1165,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-86,400,1210,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-86,500,1255,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-86,600,1300,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-86,700,1345,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-86,800,1395,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-86,M,1750,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-87,100,1075,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-87,200,1115,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-87,300,1165,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-87,400,1210,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-87,500,1255,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-87,600,1300,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-87,700,1345,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-87,800,1395,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-87,M,1750,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-91,100,1075,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-91,200,1115,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-91,300,1165,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-91,400,1210,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-91,500,1255,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-91,600,1300,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-91,700,1345,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-91,800,1395,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-91,M,1750,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-93,100,425,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-93,200,445,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-93,300,460,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-93,400,475,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-93,500,485,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-93,600,495,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-93,700,505,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-93,800,515,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-93,M,645,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-94,100,450,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-94,200,470,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-94,300,485,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-94,400,500,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-94,500,510,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-94,600,520,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-94,700,530,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-94,800,540,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37024-94,M,670,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-01,100,1275,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-01,200,1315,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-01,300,1365,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-01,400,1410,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-01,500,1455,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-01,600,1500,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-01,700,1545,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-01,800,1595,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-01,M,2085,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-02,100,715,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-02,200,755,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-02,300,805,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-02,400,850,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-02,500,895,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-02,600,940,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-02,700,985,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-02,800,1035,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-02,M,1390,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-03,100,1045,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-03,200,1085,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-03,300,1135,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-03,400,1180,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-03,500,1225,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-03,600,1270,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-03,700,1315,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-03,800,1365,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-03,M,1720,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-04,100,325,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-04,200,345,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-04,300,360,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-04,400,375,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-04,500,385,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-04,600,395,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-04,700,405,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-04,800,415,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-04,M,545,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-07,100,1025,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-07,200,1065,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-07,300,1115,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-07,400,1160,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-07,500,1205,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-07,600,1250,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-07,700,1295,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-07,800,1345,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-07,M,1700,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-08,100,1025,,,,,,,,,,,,,,,,,,,,,,,
 UFCA 1711E V4,37156-08,200,1065,,,,,,,,,,,,,,,,,,,,,,,
